,date,ticker,company_name,person_name,person_category,number_of_securities,transaction_type,shares_before_acq,shares_after_acq,pct_before_acq,pct_after_acq,acq_mode,security_type,xbrl_link
0,2023-09-12 23:15:00,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,rajeev nambiar,key managerial personnel,30000,Sell,609244,579244,0.42,0.4,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152206_930238_12092023111547_WEB.xml
1,2023-09-12 20:45:00,HCG,Healthcare Global Enterprises Limited,ashutosh kumar,employees/designated employees,2000,Sell,2000,0,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152204_930225_12092023084520_WEB.xml
2,2023-09-12 20:08:00,JSWENERGY,JSW Energy Limited,jsw energy employees welfare trust,other,16565,Sell,3398054,3381489,0.21,0.21,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152202_930215_12092023080846_WEB.xml
3,2023-09-12 20:08:00,JSLL,Jeena Sikho Lifecare Limited,mukesh grover,promoter group,1500,Buy,3410,4910,0.02,0.04,Market Purchase,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152201_930212_12092023080805_WEB.xml
4,2023-09-12 19:47:00,GNA,GNA Axles Limited,gna gears limited,promoter group,100,Buy,12500,12600,0.06,0.06,Market Purchase,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152198_930198_12092023074721_WEB.xml
5,2023-09-12 19:21:00,360ONE,360 ONE WAM LIMITED,gaurav chaturvedi,-,5600,Sell,5604,4,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152195_930188_12092023072107_WEB.xml
6,2023-09-12 19:21:00,360ONE,360 ONE WAM LIMITED,pawan mundhra,-,5000,Sell,144900,139900,0.04,0.04,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152195_930188_12092023072107_WEB.xml
7,2023-09-12 19:21:00,360ONE,360 ONE WAM LIMITED,ranjit maijikar,-,3864,Sell,5516,1652,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152195_930188_12092023072107_WEB.xml
8,2023-09-12 19:21:00,360ONE,360 ONE WAM LIMITED,sameer gambhir,-,7000,Sell,25478,18478,0.01,0.01,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152195_930188_12092023072107_WEB.xml
9,2023-09-12 19:21:00,360ONE,360 ONE WAM LIMITED,savio dsouza,-,3000,Sell,9758,6758,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152195_930188_12092023072107_WEB.xml
10,2023-09-12 19:21:00,360ONE,360 ONE WAM LIMITED,venkatesh kommineni,-,10000,Sell,39672,29672,0.01,0.01,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152195_930188_12092023072107_WEB.xml
11,2023-09-12 19:21:00,360ONE,360 ONE WAM LIMITED,jay gandhi,-,2000,Sell,3000,1000,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152195_930188_12092023072107_WEB.xml
12,2023-09-12 19:17:00,MHRIL,Mahindra Holidays & Resorts India Limited,satendra kumar dwivedi,employees/designated employees,13534,Sell,18818,5284,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152193_930185_12092023071727_WEB.xml
13,2023-09-12 19:17:00,MHRIL,Mahindra Holidays & Resorts India Limited,kavinder singh,director,15000,Sell,278796,263796,0.14,0.13,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152193_930185_12092023071727_WEB.xml
14,2023-09-12 19:12:00,CCL,CCL Products (India) Limited,vaishak bollineni,employees/designated employees,2500,Sell,2617,117,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152192_930178_12092023071252_WEB.xml
15,2023-09-12 19:04:00,PGEL,PG Electroplast Limited,pg electroplast limited employees welfare trust,other,754,Sell,51906,51152,0.2,0.2,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152187_930168_12092023070418_WEB.xml
16,2023-09-12 18:55:00,LALPATHLAB,Dr. Lal Path Labs Ltd.,anil chandwani,employees/designated employees,1575,Buy,15221,16796,0.02,0.02,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152183_930156_12092023065510_WEB.xml
17,2023-09-12 18:55:00,LALPATHLAB,Dr. Lal Path Labs Ltd.,arvind lal,promoters,10000,Sell,26315443,26305443,31.53,31.51,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152183_930156_12092023065510_WEB.xml
18,2023-09-12 18:55:00,LALPATHLAB,Dr. Lal Path Labs Ltd.,dr. lal pathlabs employees welfare trust,other,3050,Sell,390102,387052,0.47,0.46,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152183_930156_12092023065510_WEB.xml
19,2023-09-12 18:55:00,LALPATHLAB,Dr. Lal Path Labs Ltd.,punit sharma,employees/designated employees,0,Buy,0,262,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152183_930156_12092023065510_WEB.xml
20,2023-09-12 18:32:00,DMART,Avenue Supermarts Limited,manjeet rai,-,1000,Sell,9340,8340,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152181_930144_12092023063238_WEB.xml
21,2023-09-12 18:32:00,DMART,Avenue Supermarts Limited,pankaj lochan pradhan,-,440,Sell,41740,41300,0.01,0.01,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152181_930144_12092023063238_WEB.xml
22,2023-09-12 18:26:00,LANDMARK,Landmark Cars Limited,minesh shah,employees/designated employees,6314,Sell,6314,0,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152179_930135_12092023062658_WEB.xml
23,2023-09-12 18:22:00,JKCEMENT,JK Cement Limited,raghavpat singhania,promoters,250000,Sell,250210,210,0.32,0.32,Gift,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152177_930130_12092023062255_WEB.xml
24,2023-09-12 18:22:00,JKCEMENT,JK Cement Limited,madhavkrishna singhania,promoters,250000,Sell,250210,210,0.32,0.32,Gift,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152177_930130_12092023062255_WEB.xml
25,2023-09-12 18:22:00,SAPPHIRE,Sapphire Foods India Limited,shyam kumar,employees/designated employees,0,Buy,0,536,0.0,0.0,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152176_930128_12092023062251_WEB.xml
26,2023-09-12 18:22:00,SAPPHIRE,Sapphire Foods India Limited,ankur gupta,employees/designated employees,0,Buy,0,693,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152176_930128_12092023062251_WEB.xml
27,2023-09-12 18:22:00,JKCEMENT,JK Cement Limited,vidhi nidhipati singhania,promoters,500000,Buy,0,500000,0.0,0.64,Gift,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152177_930130_12092023062255_WEB.xml
28,2023-09-12 18:18:00,SDBL,Som Distilleries & Breweries Limited,jagdish kumar arora,promoters,10000,Buy,15155309,15165309,19.55,19.56,Market Purchase,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152173_930124_12092023061809_WEB.xml
29,2023-09-12 18:07:00,BIOCON,Biocon Limited,ranjeet venugopal nair,-,150,Buy,7613,10113,0.0,0.0,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152170_930114_12092023060750_WEB.xml
30,2023-09-12 18:07:00,BIOCON,Biocon Limited,vijay waman ghogare,-,2150,Buy,0,24000,0.0,0.0,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152170_930114_12092023060750_WEB.xml
31,2023-09-12 18:07:00,BIOCON,Biocon Limited,sriram a v,-,950,Buy,164500,276500,0.01,0.02,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152170_930114_12092023060750_WEB.xml
32,2023-09-12 18:07:00,BIOCON,Biocon Limited,kiran kumar gandhirajan,-,450,Buy,120436,191436,0.01,0.02,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152170_930114_12092023060750_WEB.xml
33,2023-09-12 18:07:00,BIOCON,Biocon Limited,biocon india limited employees welfare trust,other,266250,Sell,5416979,5150729,0.45,0.43,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152170_930114_12092023060750_WEB.xml
34,2023-09-12 18:07:00,BIOCON,Biocon Limited,ashok s,-,500,Buy,5000,14000,0.0,0.0,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152170_930114_12092023060750_WEB.xml
35,2023-09-12 18:07:00,BIOCON,Biocon Limited,arshad jamil,-,1200,Buy,36600,78600,0.0,0.01,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152170_930114_12092023060750_WEB.xml
36,2023-09-12 18:00:00,ADVENZYMES,Advanced Enzyme Technologies Limited,advanced vital enzymes private limited,promoter group,125700,Sell,3393700,3268000,3.03,2.92,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152168_930109_12092023060033_WEB.xml
37,2023-09-12 17:59:00,VASCONEQ,Vascon Engineers Limited,navin kumar thakur,-,20000,Sell,100000,80000,0.05,0.04,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152166_930105_12092023055921_WEB.xml
38,2023-09-12 17:50:00,SUNTV,Sun TV Network Limited,mrs. selvam selvi,immediate relative,1000,Sell,7005516,7004516,1.77,1.77,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152164_930096_12092023055030_WEB.xml
39,2023-09-12 17:29:00,ATFL,Agro Tech Foods Limited,sachin gopal,key managerial personnel,7960,Buy,82139,90099,0.34,0.37,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152163_930085_12092023052949_WEB.xml
40,2023-09-12 17:28:00,LTIM,LTIMindtree Limited,rajesh kumar r,employees/designated employees,274,Sell,3274,3000,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152162_930083_12092023052835_WEB.xml
41,2023-09-12 17:27:00,THOMASCOOK,Thomas Cook  (India)  Limited,idbi trusteeship services limited,-,284722,Sell,6303815,6019093,1.34,1.28,Off Market,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152160_930076_12092023052718_WEB.xml
42,2023-09-12 17:20:00,VIPIND,VIP Industries Limited,ashish saha,-,3000,Sell,41615,38615,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152156_930068_12092023052009_WEB.xml
43,2023-09-12 17:19:00,TEAMLEASE,Teamlease Services Limited,rituparna chakraborty,director,1416,Sell,102792,101376,0.61,0.6,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152155_930065_12092023051935_WEB.xml
44,2023-09-12 17:01:00,ABCAPITAL,Aditya Birla Capital Limited,mukesh malik,-,90000,Sell,290900,200900,0.01,0.01,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152151_930051_12092023050150_WEB.xml
45,2023-09-12 16:45:00,ABCAPITAL,Aditya Birla Capital Limited,a balasubramanian,employees/designated employees,50000,Sell,345881,295881,0.01,0.01,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152149_930041_12092023044523_WEB.xml
46,2023-09-12 16:42:00,SATIA,Satia Industries Limited,rajinder kumar bhandari,director,50000,Sell,100000,50000,0.1,0.05,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152148_930038_12092023044201_WEB.xml
47,2023-09-12 16:37:00,SHYAMCENT,Shyam Century Ferrous Limited,aditya vimalkumar agrawal,director,824342,Sell,3166025,2558669,1.49,1.21,Others,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152146_930031_12092023043739_WEB.xml
48,2023-09-12 16:32:00,INDUSINDBK,Indusind Bank Limited,bijayananda pattanayak,employees/designated employees,16000,Buy,108600,124600,0.02,0.02,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152144_930025_12092023043258_WEB.xml
49,2023-09-12 16:32:00,INDUSINDBK,Indusind Bank Limited,sumant kathpalia,employees/designated employees,25000,Sell,151991,126991,0.02,0.02,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152144_930025_12092023043258_WEB.xml
50,2023-09-12 16:32:00,INDUSINDBK,Indusind Bank Limited,arun khurana,employees/designated employees,35000,Buy,220270,255270,0.03,0.04,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152144_930025_12092023043258_WEB.xml
51,2023-09-12 16:32:00,INDUSINDBK,Indusind Bank Limited,amit talwar,employees/designated employees,4080,Buy,0,4080,0.0,0.0,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152144_930025_12092023043258_WEB.xml
52,2023-09-12 16:32:00,INDUSINDBK,Indusind Bank Limited,murtuza jadliwala,employees/designated employees,1980,Buy,0,1980,0.0,0.0,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152144_930025_12092023043258_WEB.xml
53,2023-09-12 16:32:00,INDUSINDBK,Indusind Bank Limited,samir dewan,employees/designated employees,70000,Buy,78435,148435,0.01,0.02,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152144_930025_12092023043258_WEB.xml
54,2023-09-12 16:32:00,INDUSINDBK,Indusind Bank Limited,shetal mehta,employees/designated employees,4080,Buy,31670,35750,0.0,0.01,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152144_930025_12092023043258_WEB.xml
55,2023-09-12 16:32:00,INDUSINDBK,Indusind Bank Limited,siddharth banerjee,employees/designated employees,6000,Buy,127083,133083,0.02,0.02,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152144_930025_12092023043258_WEB.xml
56,2023-09-12 16:32:00,INDUSINDBK,Indusind Bank Limited,zubin d mody,employees/designated employees,64350,Buy,16900,81250,0.0,0.01,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152144_930025_12092023043258_WEB.xml
57,2023-09-12 16:32:00,INDUSINDBK,Indusind Bank Limited,carl dsouza,employees/designated employees,3400,Buy,0,3400,0.0,0.0,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152144_930025_12092023043258_WEB.xml
58,2023-09-12 16:32:00,INDUSINDBK,Indusind Bank Limited,jitesh puri,employees/designated employees,3400,Buy,21300,24700,0.0,0.0,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152144_930025_12092023043258_WEB.xml
59,2023-09-12 16:26:00,BANSWRAS,Banswara Syntex Limited,mefcom capital markets limited,immediate relative,38320,Sell,490000,451680,1.43,1.32,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152142_930020_12092023042638_WEB.xml
60,2023-09-12 16:19:00,AIAENG,AIA Engineering Limited,balkrishna shah,employees/designated employees,900,Sell,36160,35260,0.04,0.04,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152140_930015_12092023041916_WEB.xml
61,2023-09-12 16:18:00,MPHASIS,MphasiS Limited,ankur saxena,employees/designated employees,491,Sell,14618,14127,0.01,0.01,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152139_930011_12092023041838_WEB.xml
62,2023-09-12 15:43:00,STARCEMENT,Star Cement Limited,laxmi chamaria,promoter group,60500,Sell,3187331,3157081,0.79,0.78,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152135_929980_12092023034347_WEB.xml
63,2023-09-12 15:15:00,OFSS,Oracle Financial Services Software Limited,onkarnath banerjee,key managerial personnel,500,Sell,546,46,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152131_929941_12092023031528_WEB.xml
64,2023-09-12 15:11:00,PAISALO,Paisalo Digital Limited,equilibrated venture cflow private limited,promoter group,199501,Buy,51503420,51702921,11.47,11.51,Market Purchase,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152129_929935_12092023031110_WEB.xml
65,2023-09-12 15:07:00,DHRUV,Dhruv Consultancy Services Limited,prutha p dandawate,promoter group,51524,Sell,826524,775000,5.48,5.13,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152127_929932_12092023030753_WEB.xml
66,2023-09-12 15:04:00,KUANTUM,Kuantum Papers Limited,kapedome enterprises limited,promoters,26099245,Pledge Revoke,58037880,58037880,66.51,66.51,Revokation of Pledge,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152125_929927_12092023030414_WEB.xml
67,2023-09-12 14:55:00,ACE,Action Construction Equipment Limited,action construction equipment limited employees welfare trust,other,1500,Buy,2900,4400,0.0,0.0,Market Purchase,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152122_929924_12092023025518_WEB.xml
68,2023-09-12 14:34:00,PRAKASHSTL,Prakash Steelage Limited,prakash chhaganlal kanugo,promoters,20000,Buy,23950548,23970548,13.69,13.7,Market Purchase,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152120_929916_12092023023457_WEB.xml
69,2023-09-12 14:17:00,TITAN,Titan Company Limited,titan employee stock option trust,other,149000,Buy,65000,214000,0.01,0.02,Market Purchase,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152118_929911_12092023021740_WEB.xml
70,2023-09-12 12:41:00,SDBL,Som Distilleries & Breweries Limited,deepak arora,promoters,10000,Buy,1059510,1069510,1.36,1.37,Market Purchase,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152116_929880_12092023124134_WEB.xml
71,2023-09-12 12:39:00,LTIM,LTIMindtree Limited,sarbajit deb,employees/designated employees,500,Sell,33639,33139,0.01,0.01,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152114_929877_12092023123950_WEB.xml
72,2023-09-12 12:39:00,LTIM,LTIMindtree Limited,vishnu prasad,employees/designated employees,1208,Sell,2823,1615,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152114_929877_12092023123950_WEB.xml
73,2023-09-12 12:20:00,KPIGREEN,KPI Green Energy Limited,farukbhai gulambhai patel,promoters,6100,Buy,19783734,19789834,54.75,54.77,Market Purchase,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152111_929872_12092023122001_WEB.xml
74,2023-09-12 12:13:00,JYOTISTRUC,Jyoti Structures Limited,follis advisory llp,-,14734132,Sell,38790679,24056547,6.11,3.79,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152109_929867_12092023121301_WEB.xml
75,2023-09-12 11:33:00,BAJAJ-AUTO,Bajaj Auto Limited,madhavdas kini,employees/designated employees,174,Buy,351,554,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152106_929843_12092023113345_WEB.xml
76,2023-09-12 11:05:00,BAJAJ-AUTO,Bajaj Auto Limited,ramtilak ananthan,employees/designated employees,600,Sell,600,0,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152103_929834_12092023110546_WEB.xml
77,2023-09-12 11:05:00,BAJAJ-AUTO,Bajaj Auto Limited,s vishwanathan,employees/designated employees,600,Sell,600,0,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152103_929834_12092023110546_WEB.xml
78,2023-09-12 11:05:00,BAJAJ-AUTO,Bajaj Auto Limited,g vijayeswar,employees/designated employees,277,Sell,277,0,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152103_929834_12092023110546_WEB.xml
79,2023-09-12 11:05:00,BAJAJ-AUTO,Bajaj Auto Limited,sandeep garg,employees/designated employees,400,Sell,800,400,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152103_929834_12092023110546_WEB.xml
80,2023-09-12 10:54:00,HDFCLIFE,HDFC Life Insurance Company Limited,vibha padalkar,director,50000,Sell,1188172,1138172,0.05,0.05,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152101_929825_12092023105417_WEB.xml
81,2023-09-12 10:47:00,ECLERX,eClerx Services Limited,eclerx employee welfare trust,other,4025,Buy,814695,818720,1.66,1.67,Market Purchase,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152100_929822_12092023104755_WEB.xml
82,2023-09-12 10:16:00,AVALON,Avalon Technologies Limited,narasimman j,-,1325,Sell,3912,0,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152097_929815_12092023101643_WEB.xml
83,2023-09-11 23:44:00,USHAMART,Usha Martin Limited,umil share & stock broking services ltd,promoters,249764,Buy,40001236,40251000,13.13,13.21,Market Purchase,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152095_929797_11092023114427_WEB.xml
84,2023-09-11 21:44:00,TEJASNET,Tejas Networks Limited,arnob roy,director,25076,Sell,785012,759936,0.46,0.45,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152093_929788_11092023094455_WEB.xml
85,2023-09-11 21:23:00,MASTEK,Mastek Limited,aman bhootra,employees/designated employees,79,Sell,79,0,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152091_929784_11092023092307_WEB.xml
86,2023-09-11 21:10:00,LANDMARK,Landmark Cars Limited,rajiv bal vohra,employees/designated employees,54000,Buy,0,54000,0.0,0.0,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152089_929779_11092023091000_WEB.xml
87,2023-09-11 21:10:00,LANDMARK,Landmark Cars Limited,harshal desai,employees/designated employees,5000,Buy,0,5000,0.0,0.0,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152089_929779_11092023091000_WEB.xml
88,2023-09-11 21:10:00,LANDMARK,Landmark Cars Limited,ketan shah,employees/designated employees,4000,Buy,345,4345,0.0,0.0,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152089_929779_11092023091000_WEB.xml
89,2023-09-11 21:10:00,LANDMARK,Landmark Cars Limited,neerav shah,employees/designated employees,6000,Buy,345,6345,0.0,0.0,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152089_929779_11092023091000_WEB.xml
90,2023-09-11 21:09:00,MASTEK,Mastek Limited,raman sapra,employees/designated employees,30498,Buy,0,30498,0.0,0.02,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152088_929776_11092023090907_WEB.xml
91,2023-09-11 21:09:00,MASTEK,Mastek Limited,rajat kedia,employees/designated employees,68,Buy,370,438,0.0,0.0,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152088_929776_11092023090907_WEB.xml
92,2023-09-11 21:09:00,MASTEK,Mastek Limited,hiren ramesh shah,employees/designated employees,1200,Buy,47325,48525,0.15,0.32,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152088_929776_11092023090907_WEB.xml
93,2023-09-11 21:09:00,MASTEK,Mastek Limited,apeksha nikhil raichura,employees/designated employees,55,Buy,15,70,0.0,0.0,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152088_929776_11092023090907_WEB.xml
94,2023-09-11 20:35:00,USHAMART,Usha Martin Limited,rajeev jhawar,promoters,100000,Buy,2611969,2711969,0.86,0.89,Market Purchase,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152081_929757_11092023083556_WEB.xml
95,2023-09-11 20:18:00,JSWSTEEL,JSW Steel Limited,jsw steel employees welfare trust ?esop plan 2016 a/c,other,7022,Sell,11231513,11224491,0.46,0.46,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152077_929750_11092023081839_WEB.xml
96,2023-09-11 20:18:00,JSWSTEEL,JSW Steel Limited,jsw steel employees welfare trust ? opj esop plan 2021 a/c,other,4471,Sell,11224491,11219241,0.46,0.46,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152077_929750_11092023081839_WEB.xml
97,2023-09-11 20:18:00,JSWSTEEL,JSW Steel Limited,jsw steel employees welfare trust ? opj samruddhi plan 2021 a/c,other,46203,Sell,11257623,11199927,0.46,0.46,Off Market,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152077_929750_11092023081839_WEB.xml
98,2023-09-11 20:18:00,JSWSTEEL,JSW Steel Limited,jsw steel employees welfare trust ? esop plan 2016 a/c,other,5700,Sell,11263323,11257623,0.46,0.46,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152077_929750_11092023081839_WEB.xml
99,2023-09-11 19:50:00,ROUTE,ROUTE MOBILE LIMITED,route mobile employee  welfare trust,other,177815,Buy,0,177815,0.0,0.28,ESOP,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152071_929734_11092023075000_WEB.xml
100,2023-09-11 19:46:00,NYKAA,FSN E Commerce Ventures Limited,varun pandey,-,18000,Sell,18000,0,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152069_929731_11092023074603_WEB.xml
101,2023-09-11 19:46:00,NYKAA,FSN E Commerce Ventures Limited,rupesh kumar,-,17007,Sell,32400,15393,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152069_929731_11092023074603_WEB.xml
102,2023-09-11 19:46:00,NYKAA,FSN E Commerce Ventures Limited,piyush kumar,-,15000,Sell,15000,0,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152069_929731_11092023074603_WEB.xml
103,2023-09-11 19:46:00,NYKAA,FSN E Commerce Ventures Limited,surender mehta,-,30000,Sell,200484,170484,0.01,0.01,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152069_929731_11092023074603_WEB.xml
104,2023-09-11 19:46:00,NYKAA,FSN E Commerce Ventures Limited,rahul yadav,-,20000,Sell,35000,15000,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152069_929731_11092023074603_WEB.xml
105,2023-09-11 19:22:00,MANGLMCEM,Mangalam Cement Limited,rambara trading private limited,promoter group,290000,Buy,1945036,2235036,7.07,8.13,Market Purchase,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152063_929718_11092023072223_WEB.xml
106,2023-09-11 19:18:00,GODREJAGRO,Godrej Agrovet Limited,tad family trust,promoter group,45000,Sell,645151,600151,0.34,0.31,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152062_929713_11092023071819_WEB.xml
107,2023-09-11 19:18:00,GODREJAGRO,Godrej Agrovet Limited,tanya dubash,promoter group,45000,Buy,215884,260884,0.11,0.14,Market Purchase,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152062_929713_11092023071819_WEB.xml
108,2023-09-11 18:53:00,SAPPHIRE,Sapphire Foods India Limited,vijay tyagi,employees/designated employees,1127,Sell,1127,0,0.0,0.0,Market Sale,Equity Shares,https://archives.nseindia.com/corporate/xbrl/IT_1152055_929691_11092023065313_WEB.xml
